review,rating,source,date,bank,cleaned_review,sentiment_label,sentiment_score,identified_theme
best,5,Google Play,2025-09-05,CBE,well,positive,0.6369,General
jabirabdala,5,Google Play,2025-09-04,CBE,jabirabdala,neutral,0.0,General
unfair cost of transportations... what a shame!!!,1,Google Play,2025-09-04,CBE,unfair cost transportation shame,negative,-0.795,General
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,Google Play,2025-09-04,CBE,think good app use easily comment app automatically sync update balance real time review issue example transfer money receiver app sync automatically require user manually initiate update current balance,positive,0.765,General
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,Google Play,2025-09-04,CBE,waw proud strong bank work well remote location malabo ecuatorial guinea mewolid mubarak cbe,positive,0.9147,General
zinaa Ahmed,5,Google Play,2025-09-04,CBE,zinaa ahmed,neutral,0.0,General
absolutely excellent,5,Google Play,2025-09-04,CBE,absolutely excellent,positive,0.6115,General
nice,4,Google Play,2025-09-03,CBE,nice,positive,0.4215,General
Good,5,Google Play,2025-09-03,CBE,good,positive,0.4404,General
amazing app,5,Google Play,2025-09-03,CBE,amazing app,positive,0.5859,General
perfect and easy,5,Google Play,2025-09-03,CBE,perfect easy,positive,0.765,General
fastest,5,Google Play,2025-09-03,CBE,fast,neutral,0.0,General
good,5,Google Play,2025-09-03,CBE,good,positive,0.4404,General
My account is not working,4,Google Play,2025-09-03,CBE,account work,neutral,0.0,General
The recent update is not optimized fir latest version of android,2,Google Play,2025-09-02,CBE,recent update optimize fir late version android,negative,-0.357,General
topp,5,Google Play,2025-09-02,CBE,topp,neutral,0.0,General
very good,5,Google Play,2025-09-01,CBE,good,positive,0.4927,General
I appreciate it,5,Google Play,2025-09-01,CBE,appreciate,positive,0.4019,General
v.good app,5,Google Play,2025-09-01,CBE,app,neutral,0.0,General
Nice,4,Google Play,2025-08-31,CBE,nice,positive,0.4215,General
sahib amin jamal,1,Google Play,2025-08-31,CBE,sahib amin jamal,neutral,0.0,General
installi,5,Google Play,2025-08-31,CBE,installi,neutral,0.0,General
good,5,Google Play,2025-08-30,CBE,good,positive,0.4404,General
very good apps,5,Google Play,2025-08-30,CBE,good app,positive,0.4927,General
👍👍👍👍,1,Google Play,2025-08-30,CBE,,neutral,0.0,General
the app say it is not compatible with ur phone can u fix it it is not updating.,1,Google Play,2025-08-30,CBE,app compatible ur phone u fix update,neutral,0.0,General
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,Google Play,2025-08-29,CBE,like feedback current update nice easy use button improve example iwant check recent txn sequence arrange txn appear becouse user app discomferte maily merchant high txn daily improve miximize txn show searchable recent txn button bank relly cbe bank,positive,0.619,General
tinishu titiba,5,Google Play,2025-08-29,CBE,tinishu titiba,neutral,0.0,General
"essy to use ,has great interface and user-friendly g",5,Google Play,2025-08-29,CBE,essy use great interface user friendly g,positive,0.6249,ui
Yuuuuu,5,Google Play,2025-08-29,CBE,yuuuuu,neutral,0.0,General
I found it very much friendly,5,Google Play,2025-08-29,CBE,find friendly,positive,0.539,General
"Very useful app, while we use CBE.",5,Google Play,2025-08-28,CBE,useful app use cbe,positive,0.4927,General
woooow,5,Google Play,2025-08-28,CBE,woooow,neutral,0.0,General
Redmi,1,Google Play,2025-08-28,CBE,redmi,neutral,0.0,General
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,Google Play,2025-08-28,CBE,አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,neutral,0.0,General
kamil aweil,5,Google Play,2025-08-28,CBE,kamil aweil,neutral,0.0,General
nice,3,Google Play,2025-08-28,CBE,nice,positive,0.4215,General
In your next update can you come with night mode future,5,Google Play,2025-08-27,CBE,update come night mode future,neutral,0.0,General
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,Google Play,2025-08-27,CBE,truly super competitive compare know app nowadays function broadly simple feature mean know telebirr super app cbe ultimate choice prefer bank beautiful power lead result recommend cbe service provision ethical principle practice customer satisfaction existence constraint challenge face burglary froudalent hacker thank,positive,0.9834,General
mayreba app you its better if you use other banks,1,Google Play,2025-08-27,CBE,mayreba app well use bank,positive,0.4404,General
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,Google Play,2025-08-27,CBE,prefect transfer bank mony deliverd imidetliy day,neutral,0.0,General
good app,5,Google Play,2025-08-27,CBE,good app,positive,0.4404,General
let us know before you shut down the app,4,Google Play,2025-08-27,CBE,let know shut app,neutral,0.0,General
excited,5,Google Play,2025-08-27,CBE,excite,positive,0.34,General
amizing,5,Google Play,2025-08-26,CBE,amize,neutral,0.0,General
love it,5,Google Play,2025-08-26,CBE,love,positive,0.6369,General
yes it is v good,5,Google Play,2025-08-26,CBE,yes v good,positive,0.6808,General
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,Google Play,2025-08-26,CBE,great update mobile banking application thank system customization department,positive,0.7906,General
this app is smart.,5,Google Play,2025-08-26,CBE,app smart,positive,0.4019,General
I am happy,5,Google Play,2025-08-26,CBE,happy,positive,0.5719,General
good,5,Google Play,2025-08-26,CBE,good,positive,0.4404,General
Still I have not face critical problems sometimes delay to open,4,Google Play,2025-08-26,CBE,face critical problem delay open,positive,0.2311,performance
excellent,5,Google Play,2025-08-26,CBE,excellent,positive,0.5719,General
ጤና ከድረ,5,Google Play,2025-08-25,CBE,ጤና ከድረ,neutral,0.0,General
The connection between bank and the app is lag relationship this must be corrected.,4,Google Play,2025-08-25,CBE,connection bank app lag relationship correct,negative,-0.34,performance
I have forgotten mobail banking password,5,Google Play,2025-08-25,CBE,forget mobail banking password,negative,-0.2263,General
nice app,5,Google Play,2025-08-25,CBE,nice app,positive,0.4215,General
Thank you,5,Google Play,2025-08-25,CBE,thank,positive,0.3612,General
muktaar Abraahim,5,Google Play,2025-08-25,CBE,muktaar abraahim,neutral,0.0,General
🤞Good One,5,Google Play,2025-08-24,CBE,good,neutral,0.0,General
why does it say change pin to 6 digits is that right?,4,Google Play,2025-08-24,CBE,change pin digit right,neutral,0.0,General
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,Google Play,2025-08-24,CBE,bad mobile banking app ethiopia access txn record week,negative,-0.6249,General
i like it and aprshat.,4,Google Play,2025-08-23,CBE,like aprshat,positive,0.3612,General
good,4,Google Play,2025-08-23,CBE,good,positive,0.4404,General
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,Google Play,2025-08-23,CBE,app issue update recently able send fund telebirr wallet need place save contact usually send money update loose important account,positive,0.6124,General
best app and easy to use,5,Google Play,2025-08-23,CBE,good app easy use,positive,0.7964,General
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,Google Play,2025-08-23,CBE,work datum refresh fast wise function ok update transfer telebirr work,positive,0.3919,General
List of transactions can't load over months and years..,1,Google Play,2025-08-23,CBE,list transaction load month year,neutral,0.0,General
transferring money to telebirr is not working,1,Google Play,2025-08-23,CBE,transfer money telebirr work,neutral,0.0,General
I don't Like this app and there service fee is highl,5,Google Play,2025-08-23,CBE,like app service fee highl,negative,-0.2755,support
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,Google Play,2025-08-23,CBE,አዲሱ update ጥሩ አይደለም update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል,positive,0.4939,General
good,5,Google Play,2025-08-23,CBE,good,positive,0.4404,General
this application do not show over all transaction history,3,Google Play,2025-08-23,CBE,application transaction history,neutral,0.0,General
this app is very nice but statment history is very shiort atlist add 15 days,4,Google Play,2025-08-23,CBE,app nice statment history shiort atlist add day,positive,0.2609,General
very smart App easy to use and friendly,5,Google Play,2025-11-29,Dashen,smart app easy use friendly,positive,0.854,General
Very exemplery App to other Bank Aps !,5,Google Play,2025-11-29,Dashen,exemplery app bank aps,neutral,0.0,General
good,5,Google Play,2025-11-29,Dashen,good,positive,0.4404,General
It Is An Amazing app,4,Google Play,2025-11-28,Dashen,amazing app,positive,0.5859,General
"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,Google Play,2025-11-26,Dashen,fast easy communicate app available area happy application thank dashen bank effort commitment dedication appricate work,positive,0.8442,General
What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,Google Play,2025-11-25,Dashen,care phone setting tell turn phone develoler option thing cost lot user willing leave bank turn thing fear security issue fix,positive,0.3736,General
Exceptional Product.,5,Google Play,2025-11-23,Dashen,exceptional product,neutral,0.0,General
very easy app,3,Google Play,2025-11-23,Dashen,easy app,positive,0.4927,General
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,Google Play,2025-11-19,Dashen,dashen super app impressive fast easy use provide smooth access essential banking service money transfer bill payment balance check feature work efficiently issue design clean user friendly great step forward digital banking good work dashen bank,positive,0.9722,General
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,Google Play,2025-11-18,Dashen,በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,neutral,0.0,General
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,Google Play,2025-11-18,Dashen,bill payment option limit app add ethio telecom bill electric bill etc instead add nonsense banking app,negative,-0.3182,General
"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,Google Play,2025-11-18,Dashen,slow app sure issue bank transfer work,negative,-0.2411,performance
always updating bad stability,1,Google Play,2025-11-17,Dashen,update bad stability,negative,-0.5423,General
"it say's disable developer option, i disabled it but its not working still",1,Google Play,2025-11-17,Dashen,disable developer option disable work,neutral,0.0,General
with the super app evry thing i need is just a tap away,5,Google Play,2025-11-17,Dashen,super app evry thing need tap away,positive,0.5994,General
nice,5,Google Play,2025-11-16,Dashen,nice,positive,0.4215,General
eyita tips,1,Google Play,2025-11-15,Dashen,eyita tip,neutral,0.0,General
clear and presize,5,Google Play,2025-11-15,Dashen,clear presize,positive,0.3818,General
smooth and easy!!!,5,Google Play,2025-11-14,Dashen,smooth easy,positive,0.5826,General
I have had an amazing experience with this app;ot os convenient and easy to use,5,Google Play,2025-11-14,Dashen,amazing experience os convenient easy use,positive,0.7717,General
"All in One Super App with smooth navigation, transaction and lifestyle services",5,Google Play,2025-11-14,Dashen,super app smooth navigation transaction lifestyle service,positive,0.5994,General
Very nice App.,5,Google Play,2025-11-14,Dashen,nice app,positive,0.4754,General
system failure transfer to others account,2,Google Play,2025-11-13,Dashen,system failure transfer account,negative,-0.5106,General
thank you,1,Google Play,2025-11-13,Dashen,thank,positive,0.3612,General
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,Google Play,2025-11-13,Dashen,ui ux good function properly shame lead tech bank app amole far well,positive,0.1655,General
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,Google Play,2025-11-12,Dashen,excellent app use perfectlly pay transfer tele airtime,positive,0.5719,General
wow dashen bank super app,5,Google Play,2025-11-12,Dashen,wow dashen bank super app,positive,0.8271,General
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,Google Play,2025-11-11,Dashen,call super app complete disappointment confusing slow glitch honestly feel like design test people patience help bank call super joke useless app,negative,-0.4312,General
Best Mobile Banking App in Ethiopia .,5,Google Play,2025-11-11,Dashen,good mobile banking app ethiopia,positive,0.6369,General
very nice app I have ever seen,5,Google Play,2025-11-10,Dashen,nice app see,positive,0.4754,General
NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,Google Play,2025-11-10,Dashen,nasty bank supper app work call response use app loss time energy hopeless bank,negative,-0.9205,General
it's good but is not fast,5,Google Play,2025-11-09,Dashen,good fast,positive,0.2382,General
your financial system must improved,4,Google Play,2025-11-09,Dashen,financial system improve,positive,0.4767,General
your service is too good,5,Google Play,2025-11-09,Dashen,service good,positive,0.4404,support
good experience,5,Google Play,2025-11-09,Dashen,good experience,positive,0.4404,General
ok,5,Google Play,2025-11-08,Dashen,ok,positive,0.296,General
"Amazing app, 👏",5,Google Play,2025-11-07,Dashen,amazing app,positive,0.5859,General
wooow,5,Google Play,2025-11-07,Dashen,wooow,neutral,0.0,General
ok,5,Google Play,2025-11-07,Dashen,ok,positive,0.296,General
Nice app,5,Google Play,2025-11-07,Dashen,nice app,positive,0.4215,General
best,5,Google Play,2025-11-07,Dashen,well,positive,0.6369,General
"easy to use, friendly",5,Google Play,2025-11-06,Dashen,easy use friendly,positive,0.7269,General
"12yr more LC, UCP & ICC & loan",5,Google Play,2025-11-06,Dashen,lc ucp icc loan,neutral,0.0,General
"not attractive and friendly app. Check Awash, CBE apps",1,Google Play,2025-11-06,Dashen,attractive friendly app check awash cbe app,negative,-0.6167,General
amzing,5,Google Play,2025-11-06,Dashen,amze,neutral,0.0,General
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,Google Play,2025-11-05,Dashen,dashen super app impressive fast easy use provide smooth access essential banking service money transfer bill payment balance check feature work efficiently issue design clean user friendly great step forward digital banking good work dashen bank,positive,0.9722,General
betam kerfafa naw,1,Google Play,2025-11-05,Dashen,betam kerfafa naw,neutral,0.0,General
exceptional,5,Google Play,2025-11-05,Dashen,exceptional,neutral,0.0,General
worst app ever,1,Google Play,2025-11-05,Dashen,bad app,negative,-0.6249,General
"Dashen, always two step ahead.",5,Google Play,2025-11-05,Dashen,dashen step ahead,neutral,0.0,General
"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,Google Play,2025-11-05,Dashen,try fix barrier bank specially commercial bank ethiopia,positive,0.2023,General
👍,5,Google Play,2025-11-05,Dashen,,neutral,0.0,General
i am using,5,Google Play,2025-11-05,Dashen,,neutral,0.0,General
It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,Google Play,2025-11-05,Dashen,wonderful app develop local talent deserve appreciation continue evolve new exciting feature,positive,0.9186,General
wonderful app,5,Google Play,2025-11-05,Dashen,wonderful app,positive,0.5719,General
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,Google Play,2025-11-05,Dashen,love app feature perfect ask update time activate need visit near branch take time app great like,positive,0.9306,General
go ahead,5,Google Play,2025-11-05,Dashen,ahead,neutral,0.0,General
its supper,5,Google Play,2025-11-04,Dashen,supper,neutral,0.0,General
Good,5,Google Play,2025-11-04,Dashen,good,positive,0.4404,General
it's so boring,1,Google Play,2025-11-04,Dashen,boring,negative,-0.3804,General
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,Google Play,2025-11-04,Dashen,dashen bank super app late version online banking system gift dashen bank thank dashen,positive,0.8658,General
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,Google Play,2025-11-04,Dashen,rarely leave review app truely deserve efficient secure reliable make fanancial task star exceptional app,positive,0.7829,General
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,Google Play,2025-11-04,Dashen,improve lately work get well fully fix time night work think problem launch early,positive,0.0854,General
Amazing,5,Google Play,2025-11-03,Dashen,amazing,positive,0.5859,General
wow dashen bank,5,Google Play,2025-11-03,Dashen,wow dashen bank,positive,0.5859,General
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,Google Play,2025-11-02,Dashen,ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,neutral,0.0,General
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,Google Play,2025-11-01,Dashen,update app late version balance send money say service unavailable fix soon,neutral,0.0,General
it's too slow,1,Google Play,2025-11-01,Dashen,slow,neutral,0.0,performance
"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,Google Play,2025-11-01,Dashen,recent update app great home page cluttered promotion banner hurt experience think app stop bank app start promote b c app ad bug,positive,0.3415,General
"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,Google Play,2025-11-01,Dashen,bad banking app not know kind bug suddenly app stop work say temporarily unavailable simple feature like view account balance person visit help take long hour fix week later problem go stop bank altogether shame decent bank,negative,-0.8735,General
Nice app,5,Google Play,2025-11-01,Dashen,nice app,positive,0.4215,General
The worst app ever. Extremely unreliable. Such a shame for a big bank.,1,Google Play,2025-10-31,Dashen,bad app extremely unreliable shame big bank,negative,-0.8158,General
app is too slow not opening fast,1,Google Play,2025-10-31,Dashen,app slow open fast,neutral,0.0,performance
good,5,Google Play,2025-10-30,Dashen,good,positive,0.4404,General
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,Google Play,2025-10-30,Dashen,improvement know go app collapseed expect dashen bank famous great bank,positive,0.7579,General
very nise good,5,Google Play,2025-10-30,Dashen,nise good,positive,0.4902,General
very interesting,5,Google Play,2025-10-30,Dashen,interesting,positive,0.4576,General
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,Google Play,2025-10-30,Dashen,emplyee tell app come store actually app different,neutral,0.0,General
Excellent promotion,5,Google Play,2025-10-30,Dashen,excellent promotion,positive,0.5719,General
viry good,5,Google Play,2025-10-29,Dashen,viry good,positive,0.4404,General
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,Google Play,2025-10-29,Dashen,dashen bank super app incredibly convenient easy use fast reliable great app manage place,positive,0.9094,General
it is the worst app ever istg 🤮🤮🤮,1,Google Play,2025-10-29,Dashen,bad app istg,negative,-0.6249,General
"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,Google Play,2025-10-28,Dashen,dashen super app game changer sleek user friendly interface lightning fast response seamless navigation task breeze love organize layout clear feature save time daily fantastic work highly recommend effortless banking,positive,0.9617,General
"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,Google Play,2025-10-28,Dashen,design clean modern work smoothly bug love reliable app make banking convenient,negative,-0.17,General
"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,Google Play,2025-10-28,Dashen,true banking super app dashen super app combine great design security impressive range feature highly recommend look complete digital banking experience,positive,0.9712,General
"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,Google Play,2025-10-28,Dashen,appreciate app allow access multiple service centralized place thank dashen bank,positive,0.6696,General
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,Google Play,2025-10-28,Dashen,app make day day payment easy work perfectly save lot time,positive,0.8377,General
It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,Google Play,2025-10-28,Dashen,impressive consistently app improve month improve lot term beauty performance wise,positive,0.8028,General
This app has replaced several others for me. It has everything I need in one place.,5,Google Play,2025-10-28,Dashen,app replace need place,neutral,0.0,General
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,Google Play,2025-10-28,Dashen,app evolve impressively time late release add dark light mode enhance usability design intuitive modern clearly build user mind set new benchmark digital banking,positive,0.6908,General
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",5,Google Play,2025-10-28,Dashen,dashen superapp keep improve new theme option beautiful overall experience fast smooth,positive,0.7717,General
I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,Google Play,2025-10-28,Dashen,app month easy use user friendly thank dashen bank,positive,0.8402,General
"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,Google Play,2025-10-28,Dashen,finally banking simple need super app true game changer manage finance,positive,0.7901,General
"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,Google Play,2025-10-28,Dashen,app work daily transaction good work,positive,0.6478,General
"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",5,Google Play,2025-10-28,Dashen,appreciate secure app feel transaction come confirmation alert immediately,positive,0.6249,General
I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,Google Play,2025-10-28,Dashen,love new dark theme give app modern feel n comfortable use,positive,0.8313,General
"This is amazing app, as it name ,truly supper.",5,Google Play,2025-10-28,Dashen,amazing app truly supper,positive,0.7717,General
This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,Google Play,2025-10-28,Dashen,user friendly impressive app encounter banking sector,positive,0.7769,General
"Amazing UI and UX, the dark mode looks absolutely awesome!",5,Google Play,2025-10-28,Dashen,amazing ui ux dark mode look absolutely awesome,positive,0.8585,General
The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,5,Google Play,2025-10-28,Dashen,update design look amazing appreciate able switch dark light mode small change make big difference,positive,0.7955,General
Astonishing interface with ease of access and complete performance,5,Google Play,2025-10-28,Dashen,astonishing interface ease access complete performance,positive,0.3612,ui
"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,Google Play,2025-10-28,Dashen,rarely leave review app truly deserve efficient secure make financial task effortless definitely star experience,positive,0.9357,General
stunning UI with reliable service!,5,Google Play,2025-10-28,Dashen,stunning ui reliable service,positive,0.4389,"ui, support"
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,Google Play,2025-10-27,Dashen,super ultimate digital banking app live speed efficiency innovation design seamless experience offer lightning fast transaction tier security effortless financial management super banking smooth smart super,positive,0.969,General
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,Google Play,2025-10-22,Dashen,ui impressive add atm withdrawal feature cardless cash access enhance functionality require update atm system consider dev team,positive,0.7845,General
convinent,5,Google Play,2025-10-22,Dashen,convinent,neutral,0.0,General
Good,4,Google Play,2025-10-21,Dashen,good,positive,0.4404,General
it is Excellent April jest continue more abeaten.....,4,Google Play,2025-10-19,Dashen,excellent april jest continue abeaten,positive,0.5719,General
I like it,5,Google Play,2025-10-18,Dashen,like,positive,0.3612,General
abdrug bentahuuuu,3,Google Play,2025-10-17,Dashen,abdrug bentahuuuu,neutral,0.0,General
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,Google Play,2025-10-14,Dashen,dashen superapp bad app consistently fail transfer try send money transaction freeze extended period day day crucially fund deliver recipient immediately refund account incredibly frustrating make feel like lose money app urgently need technical update ensure transaction process smoothly reliably,negative,-0.8122,General
Best application,5,Google Play,2025-10-14,Dashen,good application,positive,0.6369,General
easy,5,Google Play,2025-10-14,Dashen,easy,positive,0.4404,General
lmo,5,Google Play,2025-10-13,Dashen,lmo,neutral,0.0,General
meseret birara,5,Google Play,2025-10-12,Dashen,meseret birara,neutral,0.0,General
it doesn't let me open my account,1,Google Play,2025-10-12,Dashen,let open account,neutral,0.0,General
very good,1,Google Play,2025-10-11,Dashen,good,positive,0.4927,General
it is the best,5,Google Play,2025-10-11,Dashen,good,positive,0.6369,General
nice and best,5,Google Play,2025-10-10,Dashen,nice good,positive,0.7906,General
good,5,Google Play,2025-10-10,Dashen,good,positive,0.4404,General
Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,1,Google Play,2025-10-08,Dashen,finish app development fully final result inconvenient reliable moment,negative,-0.4005,General
hayelu Beranu Bashre,5,Google Play,2025-10-07,Dashen,hayelu beranu bashre,neutral,0.0,General
👎👎👎👎👎👎👎👎 connection not fast,5,Google Play,2025-10-07,Dashen,connection fast,neutral,0.0,General
good,5,Google Play,2025-10-06,Dashen,good,positive,0.4404,General
"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",4,Google Play,2025-10-06,Dashen,heavy user app issue raise reset pass pin concern give try find safe basically app thing verifie otp require person visit bank physical branch final verification reset password safe use wish tip add reset button attach screenshot,positive,0.8313,General
perfect,5,Google Play,2025-10-06,Dashen,perfect,positive,0.5719,General
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,Google Play,2025-10-05,Dashen,dashen bankk good app bank onlyu app mobile banking mean superr app,positive,0.6369,General
wow,5,Google Play,2025-10-04,Dashen,wow,positive,0.5859,General
tadesa melka tulluu,1,Google Play,2025-10-04,Dashen,tadesa melka tulluu,neutral,0.0,General
I can't open virtual account.I have been trying it for about 3 days still no resolve.,2,Google Play,2025-10-04,Dashen,open virtual try day resolve,positive,0.1027,General
App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,1,Google Play,2025-10-03,Dashen,app passive compare amole take second open refresh transaction,positive,0.2023,General
withdraw,1,Google Play,2025-10-02,Dashen,withdraw,neutral,0.0,General
It takes gazillion years to open 😶,3,Google Play,2025-10-02,Dashen,take gazillion year open,neutral,0.0,General
